stars_count,watchers_count,fork_count,last_release_name,last_release_date,contributors_count,open_issues_count,closed_issues_count,open_prs_count,closed_prs_count,community_stardards_description,community_stardards_readme,community_stardards_code_of_conduct,community_stardards_contributing,community_stardards_license,community_stardards_security_policy,community_stardards_issues_templates,community_stardards_pr_template,community_stardards_content_reports_enabled
332,6,26,0.48.2,2025-08-02T20:40:49Z,16,8,212,1,552,True,True,False,True,True,True,False,False,True
